player,team,format,total_runs,balls_faced,matches,strike_rate
Najeeb Amar,Hong Kong,ODI,34,42,2,80.95
JH Stander,Scotland,ODI,34,42,2,80.95
RMS Eranga,Sri Lanka,ODI,34,68,11,50.0
RP Alexander,United States of America,ODI,34,81,2,41.98
N Burger,South Africa,Test,33,113,3,29.2
Farhan Adil,Pakistan,Test,33,70,1,47.14
PARP Perera,Sri Lanka,ODI,33,61,2,54.1
PRP Boissevain,Netherlands,ODI,33,57,3,57.89
TC Bruce,Scotland,ODI,33,35,2,94.29
JAH Marshall,New Zealand,ODI,33,84,6,39.29
A Codrington,Canada,ODI,33,79,6,41.77
Mohammad Iqbal,Canada,ODI,33,56,2,58.93
NT Broom,New Zealand,Test,32,72,2,44.44
CT Mumba,Zimbabwe,ODI,32,56,6,57.14
D Cleaver,New Zealand,ODI,32,37,1,86.49
GA Rogers,Scotland,ODI,32,50,2,64.0
PA Hitchcock,New Zealand,ODI,32,50,5,64.0
MHW Papps,New Zealand,ODI,32,63,2,50.79
DC Thomas,West Indies,Test,31,93,1,33.33
Amir Hayat,United Arab Emirates,ODI,31,74,5,41.89
C Jonker,South Africa,ODI,31,34,2,91.18
PM Siddle,Australia,ODI,31,30,6,103.33
S Mahmood,England,ODI,31,54,7,57.41
CW Perchard,Jersey,ODI,31,35,3,88.57
Jay Odedra,Oman,ODI,31,60,8,51.67
SS Kang,United Arab Emirates,ODI,31,107,4,28.97
EC Rainsford,Zimbabwe,ODI,31,103,17,30.1
J Botha,Africa XI,ODI,31,17,2,182.35
J Srinath,India,ODI,31,82,8,37.8
RAP Nissanka,Sri Lanka,ODI,31,86,6,36.05
MM Sharma,India,ODI,31,66,9,46.97
D Daesrath,Canada,ODI,31,59,1,52.54
WB Rankin,Ireland,Test,30,75,2,40.0
AA Jangoo,West Indies,Test,30,56,1,53.57
G Onions,England,Test,30,97,7,30.93
MDUS Jayasundera,Sri Lanka,Test,30,77,2,38.96
MVT Fernando,Sri Lanka,ODI,30,62,8,48.39
Bilal Khan,Oman,ODI,30,75,20,40.0
Mohammad Haris,Pakistan,ODI,30,36,5,83.33
RM Jariwala,United States of America,ODI,30,53,4,56.6
PJC Hoffmann,Scotland,ODI,30,23,3,130.43
AR Pitcher,Bermuda,ODI,30,55,1,54.55
SM Warnapura,Sri Lanka,ODI,30,64,2,46.88
Saqlain Haider,United Arab Emirates,ODI,30,40,3,75.0
GP Thorpe,England,ODI,30,46,2,65.22
DN Wellalage,Sri Lanka,Test,29,47,1,61.7
Mahidul Islam Ankon,Bangladesh,Test,29,66,1,43.94
RJ Kirtley,England,Test,29,116,3,25.0
Ehsan Nawaz,Hong Kong,ODI,29,83,6,34.94
A Neill,Scotland,ODI,29,43,6,67.44
GF Linde,South Africa,ODI,29,40,3,72.5
Hashir Dafedar,Oman,ODI,29,62,3,46.77
Ghazi Ghori,Pakistan,ODI,29,39,1,74.36
Hasnain Ul Wahab,Oman,ODI,29,44,1,65.91
DI Joyce,Ireland,ODI,29,61,3,47.54
M Morkel,Africa XI,ODI,29,33,2,87.88
Saqib Ali,United Arab Emirates,ODI,29,53,2,54.72
BW Hilfenhaus,Australia,ODI,29,71,9,40.85
M van Jaarsveld,South Africa,ODI,29,57,4,50.88
TJ Murtagh,Ireland,Test,28,25,2,112.0
S Moseley,West Indies,Test,28,105,2,26.67
MJ Swepson,Australia,Test,28,54,4,51.85
RJ Nicol,New Zealand,Test,28,105,2,26.67
Mohammad Irfan,Pakistan,Test,28,87,4,32.18
SS Das,India,Test,28,105,1,26.67
JI de Villiers,Namibia,ODI,28,65,7,43.08
BD Glover,Netherlands,ODI,28,45,4,62.22
Usman Rafiq,United States of America,ODI,28,42,2,66.67
Abrar Ahmed,Pakistan,ODI,28,30,5,93.33
HP Rinke,Zimbabwe,ODI,28,64,8,43.75
OL Pitcher,Bermuda,ODI,28,83,3,33.73
KED Carroll,Ireland,ODI,28,42,3,66.67
JJ Celestine,Bermuda,ODI,28,64,3,43.75
Kamran Hussain,Pakistan,ODI,28,21,1,133.33
Ehsanul Haque,Bangladesh,ODI,28,76,3,36.84
NJ Maddinson,Australia,Test,27,78,3,34.62
TS Chisoro,Zimbabwe,Test,27,62,3,43.55
Hasan Murad,Bangladesh,Test,27,48,2,56.25
J Lewis,England,Test,27,46,1,58.7
RK Kleinveldt,South Africa,Test,27,61,4,44.26
CN Evans,Zimbabwe,Test,27,80,1,33.75
DS Kulkarni,India,ODI,27,31,2,87.1
Rumman Raees,Pakistan,ODI,27,25,4,108.0
HR Walsh,United States of America,ODI,27,38,1,71.05
KS Airee,Nepal,ODI,27,24,3,112.5
CJ Smith,Bermuda,ODI,27,48,5,56.25
Ehsan Adil,Pakistan,ODI,27,43,4,62.79
BL Kotze,Namibia,ODI,27,52,4,51.92
CK Coventry,Zimbabwe,Test,26,38,1,68.42
Naved-ul-Hasan,Pakistan,Test,26,26,1,100.0
GC Viljoen,South Africa,Test,26,31,1,83.87
Khurram Nawaz,Oman,ODI,26,49,2,53.06
Hamza Tahir,Scotland,ODI,26,81,8,32.1
B Fernando,Sri Lanka,ODI,26,37,3,70.27
U Bhagwan,Canada,ODI,26,28,2,92.86
Akhil Kumar,Canada,ODI,26,39,4,66.67
Tanvir Islam,Bangladesh,ODI,26,41,5,63.41
Z Khan,Asia XI,ODI,26,26,2,100.0
Mohammad Asif,Pakistan,ODI,26,94,12,27.66
MS Panesar,England,ODI,26,92,7,28.26
S Thuraisingam,Canada,ODI,26,47,4,55.32
Zain Abbas,Hong Kong,ODI,26,55,1,47.27
BJ Diamanti,New Zealand,ODI,26,23,1,113.04
SL Stewart,New Zealand,ODI,26,59,4,44.07
Faisal Hossain,Bangladesh,ODI,26,54,3,48.15
AF Buurman,Netherlands,ODI,26,34,2,76.47
Aizaz Cheema,Pakistan,ODI,26,45,6,57.78
RJ van Vuuren,Namibia,ODI,26,38,5,68.42
BO van Rooi,Namibia,ODI,26,39,3,66.67
CT Mumba,Zimbabwe,Test,25,107,3,23.36
JA Richardson,Australia,Test,25,25,3,100.0
LB Williams,South Africa,Test,25,71,2,35.21
GC Tonge,West Indies,Test,25,26,1,96.15
AJ McKay,New Zealand,Test,25,55,1,45.45
Mohammad Salman,Pakistan,Test,25,57,2,43.86
TL Tsolekile,South Africa,Test,25,84,2,29.76
Waqas Barkat,Hong Kong,ODI,25,54,4,46.3
Haider Ali,United Arab Emirates,ODI,25,94,4,26.6
KAD Hurdle,Bermuda,ODI,25,47,8,53.19
SW Tait,Australia,ODI,25,29,6,86.21
T Kamungozi,Zimbabwe,ODI,25,56,9,44.64
GJ Batty,England,ODI,25,58,4,43.1
Sohail Khan,Pakistan,ODI,25,52,6,48.08
A Patel,Canada,ODI,25,30,1,83.33
Sunzamul Islam,Bangladesh,Test,24,57,1,42.11
SH Lewis,West Indies,Test,24,66,2,36.36
Mohammad Naim,Bangladesh,Test,24,103,1,23.3
F Mutizwa,Zimbabwe,Test,24,61,1,39.34
OP Stone,England,ODI,24,35,6,68.57
BE Hendricks,South Africa,ODI,24,45,4,53.33
VR Iyer,India,ODI,24,41,2,58.54
Hazrat Bilal,United Arab Emirates,ODI,24,72,4,33.33
G Hoey,Ireland,ODI,24,30,2,80.0
A Kumble,Asia XI,ODI,24,49,1,48.98
Harbhajan Singh,Asia XI,ODI,24,25,2,96.0
RW Sims,Zimbabwe,ODI,24,64,1,37.5
ML Udawatte,Sri Lanka,Test,23,74,2,31.08
EM Moore,South Africa,Test,23,58,1,39.66
C Fortuin,South Africa,Test,23,96,2,23.96
R Dravid,ICC World XI,Test,23,74,1,31.08
LS Baker,West Indies,Test,23,50,3,46.0
JJC Lawson,West Indies,Test,23,31,3,74.19
RL Powell,West Indies,Test,23,39,1,58.97
SC Getkate,Ireland,ODI,23,23,2,100.0
Nestor Dhamba,Oman,ODI,23,52,5,44.23
Avesh Khan,India,ODI,23,30,4,76.67
J Blackwood,West Indies,ODI,23,43,3,53.49
PD Macchi,Oman,ODI,23,49,4,46.94
SM Pollock,ICC World XI,ODI,23,43,2,53.49
DCC Borden,Bermuda,ODI,23,84,4,27.38
J Louw,South Africa,ODI,23,7,1,328.57
TG Gordon,Canada,ODI,23,58,4,39.66
RD McCann,Ireland,ODI,23,57,2,40.35
TJ Heggelman,Netherlands,ODI,23,71,2,32.39
AC Dawson,South Africa,ODI,23,32,1,71.88
TR Gripper,Zimbabwe,ODI,23,51,2,45.1
SJ Massiah,United States of America,ODI,23,47,2,48.94
CP Tremain,Australia,ODI,23,39,3,58.97
C Karunaratne,Sri Lanka,Test,22,43,1,51.16
CKB Kulasekara,Sri Lanka,Test,22,50,1,44.0
ST Gabriel,West Indies,ODI,22,58,11,37.93
PKD Chase,Ireland,ODI,22,33,8,66.67
Mosharraf Hossain,Bangladesh,ODI,22,64,4,34.38
O Thomas,West Indies,ODI,22,78,14,28.21
S Bhari,Nepal,ODI,22,52,6,42.31
A Phillip,West Indies,ODI,22,25,2,88.0
B Shikongo,Namibia,ODI,22,63,14,34.92
JOA Gordon,Canada,ODI,22,48,8,45.83
RM Patidar,India,ODI,22,18,1,122.22
JM Cox,England,ODI,22,57,3,38.6
S Muthusamy,South Africa,ODI,22,25,4,88.0
S Shrivastava,Oman,ODI,22,52,6,42.31
RMMP Rathnayake,Sri Lanka,ODI,22,31,1,70.97
S Qeshile,South Africa,ODI,22,24,1,91.67
JA Morkel,Africa XI,ODI,22,30,2,73.33
RL Bhudia,Kenya,ODI,22,15,1,146.67
WD Balaji Rao,Canada,ODI,22,43,5,51.16
Mohammad Salman,Pakistan,ODI,22,40,3,55.0
CK Holder,West Indies,Test,21,37,1,56.76
NR Ferreira,Zimbabwe,Test,21,99,1,21.21
DJ Pattinson,England,Test,21,50,1,42.0
GA Manou,Australia,Test,21,39,1,53.85
Ehsan Adil,Pakistan,Test,21,41,3,51.22
JP Behrendorff,Australia,ODI,21,23,6,91.3
S Snater,Netherlands,ODI,21,13,2,161.54
AC Cummins,Canada,ODI,21,23,3,91.3
J Patraj,Canada,ODI,21,48,2,43.75
E Otieno,Kenya,ODI,21,57,7,36.84
BP Nash,West Indies,ODI,21,21,2,100.0
AB Dinda,India,ODI,21,38,5,55.26
Haseeb Amjad,Hong Kong,ODI,21,15,1,140.0
T Shamsi,South Africa,Test,20,49,2,40.82
Zahid Mahmood,Pakistan,Test,20,110,4,18.18
B Doggett,Australia,Test,20,51,2,39.22
T Gwandu,Zimbabwe,Test,20,103,2,19.42
SW Tait,Australia,Test,20,47,3,42.55
I Khan,South Africa,Test,20,64,1,31.25
F de Wet,South Africa,Test,20,71,2,28.17
Mushtaq Ahmed,Pakistan,Test,20,55,2,36.36
Ali Khan,United States of America,ODI,20,35,9,57.14
JA Simpson,England,ODI,20,32,2,62.5
RJW Topley,England,ODI,20,66,11,30.3
HGV Vare,Papua New Guinea,ODI,20,31,5,64.52
MBS Jonkman,Netherlands,ODI,20,33,3,60.61
MJ Mason,New Zealand,ODI,20,41,5,48.78
AF Sattaur,Canada,ODI,20,63,3,31.75
MR Johnson,United States of America,ODI,20,23,2,86.96
AL Phehlukwayo,South Africa,Test,19,39,3,48.72
LL Tsotsobe,South Africa,Test,19,53,3,35.85
MP Bicknell,England,Test,19,36,2,52.78
V Permaul,West Indies,ODI,19,28,4,67.86
KOK Williams,West Indies,ODI,19,27,4,70.37
Sunzamul Islam,Bangladesh,ODI,19,25,1,76.0
C Viljoen,Namibia,ODI,19,23,2,82.61
S Jyoti,Canada,ODI,19,43,2,44.19
JW Dernbach,England,ODI,19,40,8,47.5
AG Wharf,England,ODI,19,29,5,65.52
LR Johnson,West Indies,ODI,19,65,3,29.23
NJ O'Brien,Ireland,Test,18,55,1,32.73
MP Kuhnemann,Australia,Test,18,67,4,26.87
W O'Rourke,New Zealand,Test,18,198,11,9.09
NT Nyamhuri,Zimbabwe,Test,18,64,2,28.12
Sajedul Islam,Bangladesh,Test,18,47,3,38.3
Sultan Ahmed (2),United Arab Emirates,ODI,18,44,2,40.91
AV Lalcheta,Oman,ODI,18,49,2,36.73
SSB Magala,South Africa,ODI,18,25,5,72.0
SI Kamea,Papua New Guinea,ODI,18,55,14,32.73
HB Shipley,New Zealand,ODI,18,41,6,43.9
TL Chivanga,Zimbabwe,ODI,18,21,3,85.71
W Sutherland,Australia,ODI,18,33,1,54.55
LB Williams,South Africa,ODI,18,26,4,69.23
P Subrayen,South Africa,ODI,18,18,2,100.0
SK Springer,West Indies,ODI,18,27,2,66.67
Nilansh Keswani,United Arab Emirates,ODI,18,34,2,52.94
GD McGrath,Australia,ODI,18,44,14,40.91
Skhawat Ali,Hong Kong,ODI,18,60,3,30.0
Munir Dar,Hong Kong,ODI,18,17,2,105.88
K Whatham,Canada,ODI,18,43,1,41.86
SG Borthwick,England,ODI,18,16,2,112.5
Tanvir Ahmed (1),Pakistan,ODI,18,12,1,150.0
DI Allan,Kenya,ODI,18,48,2,37.5
I Wardlaw,Scotland,ODI,18,33,8,54.55
Jamaluddin Ahmed,Bangladesh,ODI,18,31,1,58.06
TCB Fernando,Sri Lanka,ODI,18,39,3,46.15
Nahid Rana,Bangladesh,Test,17,88,10,19.32
KT Maphaka,South Africa,Test,17,29,2,58.62
MV Boucher,ICC World XI,Test,17,45,1,37.78
Sohail Tanvir,Pakistan,Test,17,44,2,38.64
N Ncube,Zimbabwe,Test,17,23,1,73.91
Dewald Pretorius,South Africa,Test,17,34,1,50.0
DM Dupavillon,South Africa,ODI,17,10,1,170.0
MADI Hemantha,Sri Lanka,ODI,17,21,3,80.95
Nadeem Khan,Oman,ODI,17,20,3,85.0
OO Bascome,Bermuda,ODI,17,47,1,36.17
Saqlain Mushtaq,Pakistan,ODI,17,39,4,43.59
Waqar Younis,Pakistan,ODI,17,25,4,68.0
Imran Khan (2),Pakistan,Test,16,50,6,32.0
RP Burl,Zimbabwe,Test,16,39,1,41.03
Muhammad Musa,Pakistan,Test,16,17,1,94.12
BS Mudzinganyama,Zimbabwe,Test,16,62,1,25.81
LS Livingstone,England,Test,16,18,1,88.89
CA Young,Ireland,Test,16,28,3,57.14
JL Ontong,South Africa,Test,16,63,1,25.4
MP Kuhnemann,Australia,ODI,16,15,2,106.67
BJ Currie,Scotland,ODI,16,28,4,57.14
OEG Baartman,South Africa,ODI,16,38,5,42.11
N Peter,South Africa,ODI,16,31,1,51.61
Zahid Ali,United Arab Emirates,ODI,16,25,3,64.0
DK Butler,West Indies,ODI,16,24,2,66.67
SO Tikolo,Africa XI,ODI,16,46,3,34.78
KP Pietersen,ICC World XI,ODI,16,24,1,66.67
Shahid Afridi,ICC World XI,ODI,16,8,1,200.0
Sami Faridi,Canada,ODI,16,26,1,61.54
JPR Lamsam,Hong Kong,ODI,16,30,1,53.33
MM Iqbal,Scotland,ODI,16,58,2,27.59
RL Johnson,England,ODI,16,21,3,76.19
N Ifill,Canada,ODI,16,44,2,36.36
JH Desai,United States of America,ODI,16,38,1,42.11
Ankur Sharma,Hong Kong,ODI,16,31,1,51.61
SP Terry,Ireland,ODI,16,18,2,88.89
L Sipamla,South Africa,Test,15,53,3,28.3
TL Moreki,South Africa,Test,15,68,2,22.06
J Layne,West Indies,Test,15,22,2,68.18
Suhrawadi Shuvo,Bangladesh,Test,15,40,1,37.5
C Munro,New Zealand,Test,15,26,1,57.69
L Balaji,India,Test,15,29,2,51.72
JB Reva,Papua New Guinea,ODI,15,27,4,55.56
EMDY Munaweera,Sri Lanka,ODI,15,29,2,51.72
RR Beaton,West Indies,ODI,15,54,2,27.78
AM McCarthy,West Indies,ODI,15,41,2,36.59
VJ Kingma,Netherlands,ODI,15,48,10,31.25
Navdeep Saini,India,ODI,15,38,1,39.47
L Wood,England,ODI,15,14,2,107.14
Muhammad Jawadullah,United Arab Emirates,ODI,15,22,9,68.18
Sufiyan Muqeem,Pakistan,ODI,15,17,3,88.24
R Parag,India,ODI,15,13,1,115.38
Nazmul Hossain,Bangladesh,ODI,15,77,9,19.48
Shoaib Akhtar,Asia XI,ODI,15,13,1,115.38
ML Patel,Kenya,ODI,15,61,2,24.59
RD Steede,Bermuda,ODI,15,22,2,68.18
BP Loots,Netherlands,ODI,15,23,3,65.22
HD Rutherford,New Zealand,ODI,15,56,4,26.79
PW Gunaratne,Sri Lanka,ODI,15,15,1,100.0
MN Nawaz,Sri Lanka,ODI,15,22,1,68.18
HF Gurney,England,ODI,15,33,6,45.45
Zafar Gohar,Pakistan,ODI,15,15,1,100.0
Subashis Roy,Bangladesh,Test,14,60,4,23.33
TE Kane,Ireland,Test,14,98,1,14.29
MP Breetzke,South Africa,Test,14,55,2,25.45
Ziaur Rahman,Bangladesh,Test,14,40,1,35.0
LD Madushanka,Sri Lanka,ODI,14,26,4,53.85
L Sipamla,South Africa,ODI,14,20,2,70.0
J Da Silva,West Indies,ODI,14,35,2,40.0
MD du Preez,Namibia,ODI,14,45,3,31.11
O Davidson,Scotland,ODI,14,33,1,42.42
A Valthapa,United Arab Emirates,ODI,14,22,1,63.64
E Malinga,Sri Lanka,ODI,14,56,6,25.0
NK Yadav,Nepal,ODI,14,34,4,41.18
Muhammad Rohid,United Arab Emirates,ODI,14,19,2,73.68
HH Streak,Africa XI,ODI,14,35,1,40.0
G Chapple,England,ODI,14,7,1,200.0
Arshad Khan,Pakistan,ODI,14,17,2,82.35
Mashrafe Mortaza,Asia XI,ODI,14,20,2,70.0
IPP Batuwitarachchi,United Arab Emirates,ODI,14,51,2,27.45
LJ Woodcock,New Zealand,ODI,14,22,2,63.64
BA Williams,Australia,ODI,14,25,4,56.0
AM Guruge,United Arab Emirates,ODI,14,26,2,53.85
BM Tickner,New Zealand,Test,13,58,2,22.41
MD Rae,New Zealand,Test,13,12,1,108.33
RR Powar,India,Test,13,18,1,72.22
CAK Walton,West Indies,Test,13,20,2,65.0
WB Rankin,England,Test,13,24,1,54.17
Jubair Hossain,Bangladesh,Test,13,88,4,14.77
A Bohara,Nepal,ODI,13,14,2,92.86
RD Chahar,India,ODI,13,26,1,50.0
AA Shafique,Oman,ODI,13,33,1,39.39
W O'Rourke,New Zealand,ODI,13,34,6,38.24
Shahid Afridi,Asia XI,ODI,13,15,2,86.67
JH Kallis,ICC World XI,ODI,13,35,2,37.14
Adeel Raja,Netherlands,ODI,13,76,5,17.11
RR Emrit,West Indies,ODI,13,35,2,37.14
JJ Krejza,Australia,ODI,13,25,2,52.0
MMA Jonkman,Netherlands,ODI,13,38,1,34.21
Usman Salahuddin,Pakistan,ODI,13,28,2,46.43
MD Bates,New Zealand,ODI,13,10,1,130.0
Asad Ali,Pakistan,ODI,13,16,2,81.25
TK Canning,New Zealand,ODI,13,25,2,52.0
D Joseph,Canada,ODI,13,27,3,48.15
Gurkeerat Singh,India,ODI,13,13,2,100.0
P Jayawickrama,Sri Lanka,Test,12,32,5,37.5
Haris Rauf,Pakistan,Test,12,34,1,35.29
P Subrayen,South Africa,Test,12,19,1,63.16
GC Smith,ICC World XI,Test,12,30,1,40.0
NT Pascal,West Indies,Test,12,27,1,44.44
B Regmi,Nepal,ODI,12,30,2,40.0
Danish Aziz,Pakistan,ODI,12,22,2,54.55
C Floyd,Netherlands,ODI,12,19,4,63.16
S Dhamala,Nepal,ODI,12,40,1,30.0
Sabir Ali,United Arab Emirates,ODI,12,13,3,92.31
BG Lister,New Zealand,ODI,12,21,4,57.14
TW Hartley,England,ODI,12,9,1,133.33
JA Duffy,New Zealand,ODI,12,21,5,57.14
S Daniel,Sri Lanka,ODI,12,29,1,41.38
SH Johnson,Australia,ODI,12,14,2,85.71
Usman Khan (2),Pakistan,ODI,12,18,1,66.67
AJ Ireland,Zimbabwe,ODI,12,64,7,18.75
Jai Prakash Yadav,India,ODI,12,26,4,46.15
NS Poonia,Scotland,ODI,12,42,6,28.57
AJ McKay,New Zealand,ODI,12,47,9,25.53
GI Maiden,Scotland,ODI,12,14,1,85.71
TS Nethula,New Zealand,ODI,12,11,3,109.09
EJ Richardson,Ireland,ODI,12,18,1,66.67
R Dhawan,India,ODI,12,13,2,92.31
GA Stuurman,South Africa,Test,11,31,1,35.48
MJ Mindley,West Indies,Test,11,37,1,29.73
GS Dinusha,Sri Lanka,Test,11,16,1,68.75
BJ Bess,West Indies,Test,11,12,1,91.67
R Vinay Kumar,India,Test,11,25,1,44.0
RG Hart,New Zealand,Test,11,39,1,28.21
SS Cottrell,West Indies,Test,11,24,2,45.83
SC Kuggeleijn,New Zealand,ODI,11,6,1,183.33
PM Pushpakumara,Sri Lanka,ODI,11,26,2,42.31
MG Neser,Australia,ODI,11,29,4,37.93
Abul Hasan,Bangladesh,ODI,11,16,3,68.75
NGRP Jayasuriya,Sri Lanka,ODI,11,14,2,78.57
Saad Ali,Pakistan,ODI,11,23,2,47.83
Pratis GC,Nepal,ODI,11,6,1,183.33
DC Drakes,West Indies,ODI,11,18,2,61.11
BV Sears,New Zealand,ODI,11,18,2,61.11
S Joseph,West Indies,ODI,11,16,3,68.75
XC Bartlett,Australia,ODI,11,15,2,73.33
JJC Lawson,West Indies,ODI,11,13,3,84.62
PJK Mooney,Ireland,ODI,11,8,2,137.5
H Osinde,Canada,ODI,11,34,8,32.35
Zahid Shah,United Arab Emirates,ODI,11,20,2,55.0
LS Baker,West Indies,ODI,11,17,3,64.71
JO Ngoche,Kenya,ODI,11,29,3,37.93
MS Kasprowicz,Australia,ODI,11,21,4,52.38
LJ Burger,Namibia,ODI,11,65,6,16.92
SF Burger,Namibia,ODI,11,20,2,55.0
SV Bahutule,India,ODI,11,13,1,84.62
JM Mennie,Australia,Test,10,24,1,41.67
M Prasidh Krishna,India,Test,10,65,6,15.38
C Madande,Zimbabwe,Test,10,31,1,32.26
KTH Ratnayake,Sri Lanka,Test,10,27,2,37.04
PT Collins,West Indies,Test,10,66,4,15.15
B Casson,Australia,Test,10,44,1,22.73
CJ McKay,Australia,Test,10,15,1,66.67
M Hayward,South Africa,Test,10,18,1,55.56
Kabir Ali,England,Test,10,28,1,35.71
Rashid Latif,Pakistan,Test,10,53,1,18.87
Pankaj Singh,India,Test,10,20,2,50.0
T Muzarabani,Zimbabwe,ODI,10,32,6,31.25
MA Aponso,Sri Lanka,ODI,10,45,7,22.22
Ansh Tandon,United Arab Emirates,ODI,10,18,1,55.56
M Pathirana,Sri Lanka,ODI,10,33,5,30.3
Mukesh Kumar,India,ODI,10,17,2,58.82
A Ashok,New Zealand,ODI,10,12,1,83.33
Surya Tamang,Nepal,ODI,10,33,1,30.3
SW Currie,Scotland,ODI,10,19,2,52.63
Akif Javed,Pakistan,ODI,10,14,3,71.43
Muzahir Raza,Oman,ODI,10,7,1,142.86
D Ferreira,South Africa,ODI,10,22,2,45.45
Shamyl Hussain,Pakistan,ODI,10,31,2,32.26
T Taibu,Africa XI,ODI,10,32,1,31.25
DL Vettori,ICC World XI,ODI,10,13,2,76.92
W Jaffer,India,ODI,10,23,2,43.48
WU Tharanga,Asia XI,ODI,10,22,1,45.45
RO Hussain,Scotland,ODI,10,20,1,50.0
TR Ambrose,England,ODI,10,34,5,29.41
GD Drummond,Scotland,ODI,10,9,1,111.11
B Geeves,Australia,ODI,10,11,1,90.91
GC Tonge,West Indies,ODI,10,16,3,62.5
HK Bennett,New Zealand,ODI,10,35,5,28.57
A Martin,West Indies,ODI,10,29,5,34.48
Umair Ali,United Arab Emirates,ODI,10,11,1,90.91
BE Hendricks,South Africa,Test,9,19,1,47.37
A Ndlovu,Zimbabwe,Test,9,40,2,22.5
J Hull,England,Test,9,16,1,56.25
KN Peiris,Sri Lanka,Test,9,40,2,22.5
O Shields,West Indies,Test,9,13,2,69.23
Iftikhar Anjum,Pakistan,Test,9,39,1,23.08
M de Lange,South Africa,Test,9,19,1,47.37
RJ Quiney,Australia,Test,9,22,2,40.91
SJ Cameron,Scotland,ODI,9,13,2,69.23
Muhammad Musa,Pakistan,ODI,9,3,1,300.0
Zahid Mahmood,Pakistan,ODI,9,12,2,75.0
H Shah,Nepal,ODI,9,25,2,36.0
Lovepreet Singh,United Arab Emirates,ODI,9,26,2,34.62
Ethan D'Souza,United Arab Emirates,ODI,9,21,2,42.86
MW Jones,Scotland,ODI,9,5,1,180.0
Danish Kaneria,Pakistan,ODI,9,15,5,60.0
F Kasteni,Zimbabwe,ODI,9,24,2,37.5
VB van Jaarsveld,South Africa,ODI,9,16,2,56.25
Zahid Hussain,Canada,ODI,9,31,2,29.03
D Murphy,Scotland,ODI,9,28,2,32.14
Rashid Zia,United States of America,ODI,9,58,2,15.52
HR Johnson,United States of America,ODI,9,21,2,42.86
Faisal Athar,Pakistan,ODI,9,39,1,23.08
SM Boland,Australia,ODI,9,22,4,40.91
NA Saini,India,Test,8,27,2,29.63
James Bracey,England,Test,8,27,2,29.63
MW Parkinson,England,Test,8,8,1,100.0
F Hand,Ireland,Test,8,41,1,19.51
SA Yadav,India,Test,8,20,1,40.0
DL Vettori,ICC World XI,Test,8,21,1,38.1
Nazmul Hossain,Bangladesh,Test,8,12,1,66.67
NW Bracken,Australia,Test,8,21,2,38.1
S Kalavitigoda,Sri Lanka,Test,8,55,1,14.55
KV Sharma,India,Test,8,28,1,28.57
N M'shangwe,Zimbabwe,Test,8,18,2,44.44
CJ Dala,South Africa,ODI,8,6,2,133.33
KK Ahmed,India,ODI,8,17,2,47.06
J Kariko,Papua New Guinea,ODI,8,12,2,66.67
Mrittunjoy Chowdhury,Bangladesh,ODI,8,11,1,72.73
JT Brassell,Namibia,ODI,8,30,8,26.67
J Andrew,West Indies,ODI,8,13,2,61.54
B Siddharth,Oman,ODI,8,20,6,40.0
J Campbell,Zimbabwe,ODI,8,15,2,53.33
T Mayes,Ireland,ODI,8,5,1,160.0
JH Kallis,Africa XI,ODI,8,35,2,22.86
VRV Singh,India,ODI,8,13,1,61.54
ADJ Pitcher,Bermuda,ODI,8,12,1,66.67
KH Butt,Hong Kong,ODI,8,29,2,27.59
Enamul Haque jnr,Bangladesh,ODI,8,16,3,50.0
BP Kruger,Netherlands,ODI,8,12,1,66.67
VR Aaron,India,ODI,8,15,3,53.33
SB Bangar,India,ODI,8,19,3,42.11
RO Hurley,West Indies,ODI,8,17,2,47.06
H Davids,South Africa,ODI,8,25,2,32.0
RH Scholte,Netherlands,ODI,8,31,2,25.81
Rahat Ali,Pakistan,ODI,8,37,5,21.62
CA Reid,United States of America,ODI,8,18,2,44.44
RO Hinds,West Indies,ODI,8,19,1,42.11
Asif Iqbal (1),United Arab Emirates,ODI,8,8,1,100.0
B Evans,Zimbabwe,Test,7,16,1,43.75
Harshit Rana,India,Test,7,21,2,33.33
DM Washington,West Indies,Test,7,25,1,28.0
BA Williams,Australia,Test,7,11,1,63.64
DSK Madushanka,Sri Lanka,ODI,7,6,1,116.67
Nazmul Islam,Bangladesh,ODI,7,14,1,50.0
P Jayawickrama,Sri Lanka,ODI,7,12,3,58.33
AM Fernando,Sri Lanka,ODI,7,32,10,21.88
MW Parkinson,England,ODI,7,8,1,87.5
N Rana,India,ODI,7,14,1,50.0
NA Rock,Ireland,ODI,7,25,2,28.0
S Dhakal,Nepal,ODI,7,44,6,15.91
DG Blampied,Jersey,ODI,7,13,2,53.85
Nahid Rana,Bangladesh,ODI,7,16,4,43.75
E Bosch,South Africa,ODI,7,9,1,77.78
J Matharu,Canada,ODI,7,10,2,70.0
Shah Faisal,Oman,ODI,7,14,1,50.0
JA Rudolph,Africa XI,ODI,7,18,1,38.89
WCA Ganegama,Sri Lanka,ODI,7,8,1,87.5
SKW Kelly,Bermuda,ODI,7,5,1,140.0
V Shetty,United Arab Emirates,ODI,7,17,1,41.18
EHSN Silva,United Arab Emirates,ODI,7,14,1,50.0
GA Manou,Australia,ODI,7,6,1,116.67
M Pushpakumara,Sri Lanka,ODI,7,21,1,33.33
